Labels,MFCC Features
1,[-569.28326 -569.28326 -569.28326 ...    0.         0.         0.     ]
1,[-642.16534 -642.16534 -642.16534 ...    0.         0.         0.     ]
1,[-564.3497 -564.3497 -564.3497 ...    0.        0.        0.    ]
1,[-620.63293 -620.63293 -620.63293 ...    0.         0.         0.     ]
1,[-557.455 -557.455 -557.455 ...    0.       0.       0.   ]
1,[-519.40173 -519.40173 -519.40173 ...    0.         0.         0.     ]
1,[-576.92737 -576.92737 -576.92737 ...    0.         0.         0.     ]
1,[-601.44073 -601.44073 -601.44073 ...    0.         0.         0.     ]
1,[-626.3351 -626.3351 -626.3351 ...    0.        0.        0.    ]
1,[-544.9578 -544.9578 -544.9578 ...    0.        0.        0.    ]
1,[-545.0024 -545.0024 -545.0024 ...    0.        0.        0.    ]
1,[-534.5668 -534.5668 -534.5668 ...    0.        0.        0.    ]
1,[-576.9117 -576.9117 -576.9117 ...    0.        0.        0.    ]
1,[-543.5402 -543.5402 -543.5402 ...    0.        0.        0.    ]
1,[-559.3898 -559.3898 -559.3898 ...    0.        0.        0.    ]
1,[-597.8082 -597.8082 -597.8082 ...    0.        0.        0.    ]
1,[-707.60333 -701.49176 -698.9594  ...    0.         0.         0.     ]
1,[-695.5904  -687.54706 -681.60095 ...    0.         0.         0.     ]
1,[-689.4742 -681.0379 -677.5721 ...    0.        0.        0.    ]
1,[-456.9194  -369.2522  -337.90533 ...    0.         0.         0.     ]
1,[-695.0511  -690.94666 -687.06866 ...    0.         0.         0.     ]
1,[-707.3761  -699.1963  -698.95996 ...    0.         0.         0.     ]
1,[-657.60974 -654.8636  -651.1068  ...    0.         0.         0.     ]
1,[-639.105  -614.3149 -604.6401 ...    0.        0.        0.    ]
1,[-673.7958  -670.5614  -666.61017 ...    0.         0.         0.     ]
1,"[  -5.681455   -4.579931 -111.645325 ...    0.          0.
    0.      ]"
1,[-667.07166 -605.80975 -600.6444  ...    0.         0.         0.     ]
1,[-715.75085 -708.015   -700.0082  ...    0.         0.         0.     ]
1,[-665.1108  -659.49066 -656.9107  ...    0.         0.         0.     ]
1,[-678.2147 -667.1164 -664.9837 ...    0.        0.        0.    ]
1,[-442.37952 -426.72714 -447.91296 ...    0.         0.         0.     ]
1,[-673.7875  -670.94385 -667.588   ...    0.         0.         0.     ]
1,[-700.2014  -691.62225 -689.46814 ...    0.         0.         0.     ]
1,[-646.3068 -639.8863 -636.8059 ...    0.        0.        0.    ]
1,[-714.9828  -708.22736 -708.04553 ...    0.         0.         0.     ]
1,[-698.66724 -690.7063  -686.65594 ...    0.         0.         0.     ]
1,[-703.4097  -697.5122  -695.36774 ...    0.         0.         0.     ]
1,[-702.699   -692.33813 -687.6121  ...    0.         0.         0.     ]
1,[-684.3516  -678.90375 -673.2767  ...    0.         0.         0.     ]
1,[-688.1496  -680.56323 -678.06195 ...    0.         0.         0.     ]
1,[-688.21136 -675.4754  -674.07574 ...    0.         0.         0.     ]
1,[-676.4085 -670.4076 -669.5955 ...    0.        0.        0.    ]
1,[-715.84424 -706.2441  -697.698   ...    0.         0.         0.     ]
1,[-718.17773 -712.42596 -710.78064 ...    0.         0.         0.     ]
1,[-734.5196 -721.8542 -717.3731 ...    0.        0.        0.    ]
1,[-710.5003 -701.6466 -696.8989 ...    0.        0.        0.    ]
1,[-699.9101  -693.51624 -691.54376 ...    0.         0.         0.     ]
1,[-682.85583 -673.588   -671.80316 ...    0.         0.         0.     ]
1,[-720.7007  -713.90497 -709.1753  ...    0.         0.         0.     ]
1,[-699.6319  -691.86536 -691.8949  ...    0.         0.         0.     ]
1,[-701.1333 -690.2869 -685.5177 ...    0.        0.        0.    ]
1,[-715.824  -709.0026 -705.8898 ...    0.        0.        0.    ]
1,[-710.5141  -701.56384 -699.86005 ...    0.         0.         0.     ]
1,[-670.71234 -665.4895  -663.3968  ...    0.         0.         0.     ]
1,[-702.2278  -693.52124 -690.10565 ...    0.         0.         0.     ]
1,[-707.4654 -705.642  -705.3369 ...    0.        0.        0.    ]
1,[-672.5233 -667.3307 -637.765  ...    0.        0.        0.    ]
1,[-682.7968  -675.26984 -669.3151  ...    0.         0.         0.     ]
1,[-722.869   -712.4163  -712.06384 ...    0.         0.         0.     ]
1,[-679.36725 -671.2851  -676.25214 ...    0.         0.         0.     ]
1,[-699.5629  -690.72723 -688.5282  ...    0.         0.         0.     ]
1,[-681.05743 -670.796   -668.22833 ...    0.         0.         0.     ]
1,[-699.7262 -694.4468 -691.7365 ...    0.        0.        0.    ]
1,[-695.30835 -690.8018  -690.7152  ...    0.         0.         0.     ]
1,[-684.43    -677.77637 -670.01044 ...    0.         0.         0.     ]
1,[-607.28845 -607.28845 -607.28845 ...    0.         0.         0.     ]
1,[-578.04926 -578.04926 -578.04926 ...    0.         0.         0.     ]
1,[-579.59937 -579.59937 -579.59937 ...    0.         0.         0.     ]
1,[-614.11664 -614.11664 -614.11664 ...    0.         0.         0.     ]
1,[-582.50415 -582.50415 -582.50415 ...    0.         0.         0.     ]
1,[-566.6605 -566.6605 -566.6605 ...    0.        0.        0.    ]
1,[-583.4775 -583.4775 -583.4775 ...    0.        0.        0.    ]
1,[-579.8352 -579.8352 -579.8352 ...    0.        0.        0.    ]
1,[-582.3181 -582.3181 -582.3181 ...    0.        0.        0.    ]
1,[-605.5229 -605.5229 -605.5229 ...    0.        0.        0.    ]
1,[-572.3095 -572.3095 -572.3095 ...    0.        0.        0.    ]
1,[-580.09454 -580.09454 -580.09454 ...    0.         0.         0.     ]
1,[-565.8592 -565.8592 -565.8592 ...    0.        0.        0.    ]
1,[-599.6569 -599.6569 -599.6569 ...    0.        0.        0.    ]
1,[-608.23895 -608.23895 -608.23895 ...    0.         0.         0.     ]
1,[-567.4988 -567.4988 -567.4988 ...    0.        0.        0.    ]
1,[-603.2949 -603.2949 -603.2949 ...    0.        0.        0.    ]
1,[-547.61523 -547.61523 -547.61523 ...    0.         0.         0.     ]
1,[-569.3022 -569.3022 -569.3022 ...    0.        0.        0.    ]
1,[-568.8687 -568.8687 -568.8687 ...    0.        0.        0.    ]
1,[-595.81805 -595.81805 -595.81805 ...    0.         0.         0.     ]
1,[-607.41266 -607.41266 -607.41266 ...    0.         0.         0.     ]
1,[-551.9945 -551.9945 -551.9945 ...    0.        0.        0.    ]
1,[-596.6368 -596.6368 -596.6368 ...    0.        0.        0.    ]
1,[-545.78174 -545.78174 -545.78174 ...    0.         0.         0.     ]
1,[-572.6176 -572.6176 -572.6176 ...    0.        0.        0.    ]
1,[-578.9608 -578.9608 -578.9608 ...    0.        0.        0.    ]
1,[-590.77814 -590.77814 -590.77814 ...    0.         0.         0.     ]
1,[-602.97736 -602.97736 -602.97736 ...    0.         0.         0.     ]
1,[-584.3449 -584.3449 -584.3449 ...    0.        0.        0.    ]
1,[-600.5852 -600.5852 -600.5852 ...    0.        0.        0.    ]
1,[-571.4172 -571.4172 -571.4172 ...    0.        0.        0.    ]
1,[-575.6478 -575.6478 -575.6478 ...    0.        0.        0.    ]
1,[-554.1515 -554.1515 -554.1515 ...    0.        0.        0.    ]
1,[-553.7069 -553.7069 -553.7069 ...    0.        0.        0.    ]
1,[-584.10315 -584.10315 -584.10315 ...    0.         0.         0.     ]
1,[-583.783 -583.783 -583.783 ...    0.       0.       0.   ]
1,[-546.4392 -546.4392 -546.4392 ...    0.        0.        0.    ]
1,[-583.0489 -583.0489 -583.0489 ...    0.        0.        0.    ]
1,[-579.8268 -579.8268 -579.8268 ...    0.        0.        0.    ]
1,[-566.2741 -566.2741 -566.2741 ...    0.        0.        0.    ]
1,[-592.76794 -592.76794 -592.76794 ...    0.         0.         0.     ]
1,[-593.35004 -593.35004 -593.35004 ...    0.         0.         0.     ]
1,[-567.89484 -567.89484 -567.89484 ...    0.         0.         0.     ]
1,[-530.5995 -530.5995 -530.5995 ...    0.        0.        0.    ]
1,[-583.26074 -583.26074 -583.26074 ...    0.         0.         0.     ]
1,[-577.5516 -577.5516 -577.5516 ...    0.        0.        0.    ]
1,[-592.0777 -592.0777 -592.0777 ...    0.        0.        0.    ]
1,[-550.2683 -550.2683 -550.2683 ...    0.        0.        0.    ]
1,[-572.7987 -572.7987 -572.7987 ...    0.        0.        0.    ]
1,[-618.8094 -618.8094 -618.8094 ...    0.        0.        0.    ]
1,[-598.637 -598.637 -598.637 ...    0.       0.       0.   ]
1,[-579.1531 -579.1531 -579.1531 ...    0.        0.        0.    ]
1,[-564.734 -564.734 -564.734 ...    0.       0.       0.   ]
1,[-652.3703  -652.3703  -652.15717 ...    0.         0.         0.     ]
1,[-638.71674 -632.7527  -563.8107  ...    0.         0.         0.     ]
1,[-604.0419 -604.0419 -604.0419 ...    0.        0.        0.    ]
1,[-636.8514  -636.8514  -636.71875 ...    0.         0.         0.     ]
1,[-623.17737 -623.17737 -623.17737 ...    0.         0.         0.     ]
1,[-606.1567  -605.76825 -598.7938  ...    0.         0.         0.     ]
1,[-616.54486 -616.54486 -616.54486 ...    0.         0.         0.     ]
1,[-589.31366 -589.31366 -589.31366 ...    0.         0.         0.     ]
1,[-598.26825 -595.48224 -547.27466 ...    0.         0.         0.     ]
1,[-603.64606 -603.64606 -603.64606 ...    0.         0.         0.     ]
1,[-593.2126 -593.2126 -593.2126 ...    0.        0.        0.    ]
1,[-538.9581 -538.9581 -538.9581 ...    0.        0.        0.    ]
1,[-602.26733 -602.26733 -601.3778  ...    0.         0.         0.     ]
1,[-637.93115 -629.72754 -586.9605  ...    0.         0.         0.     ]
1,[-558.34424 -558.34424 -558.34424 ...    0.         0.         0.     ]
1,[-618.1873 -618.1873 -618.1873 ...    0.        0.        0.    ]
1,[-604.2323 -604.2323 -604.2323 ...    0.        0.        0.    ]
1,[-564.7577 -564.7577 -564.7577 ...    0.        0.        0.    ]
1,[-611.8998  -611.8998  -587.96954 ...    0.         0.         0.     ]
1,[-544.1738 -544.1738 -544.1738 ...    0.        0.        0.    ]
1,[-646.71655 -646.71655 -646.5753  ...    0.         0.         0.     ]
1,[-604.25885 -604.04236 -594.455   ...    0.         0.         0.     ]
1,[-552.4344 -552.4344 -552.4344 ...    0.        0.        0.    ]
1,[-624.42163 -624.42163 -624.42163 ...    0.         0.         0.     ]
1,[-613.4632  -613.46    -604.77795 ...    0.         0.         0.     ]
1,[-537.7335 -537.7335 -537.7335 ...    0.        0.        0.    ]
1,[-631.0509  -625.93445 -623.9563  ...    0.         0.         0.     ]
1,[-597.0652  -540.70917 -489.71057 ...    0.         0.         0.     ]
1,[-599.9182  -596.52454 -594.26733 ...    0.         0.         0.     ]
1,[-615.93555 -610.8282  -609.34973 ...    0.         0.         0.     ]
1,[-586.9663  -428.03964 -336.77475 ...    0.         0.         0.     ]
1,[-629.3419  -619.70135 -618.88806 ...    0.         0.         0.     ]
1,[-604.0566  -598.59033 -597.1578  ...    0.         0.         0.     ]
1,[-609.9769  -590.8801  -495.96893 ...    0.         0.         0.     ]
1,[-573.6419  -482.9613  -484.50867 ...    0.         0.         0.     ]
1,[-567.7223 -565.1724 -562.3283 ...    0.        0.        0.    ]
1,[-623.1072 -616.4391 -610.1726 ...    0.        0.        0.    ]
1,[-613.41235 -608.5582  -609.9311  ...    0.         0.         0.     ]
1,[-609.1251  -598.7017  -545.09033 ...    0.         0.         0.     ]
1,[-597.63165 -593.77985 -599.40674 ...    0.         0.         0.     ]
1,[-630.04095 -620.5713  -616.56775 ...    0.         0.         0.     ]
1,[-598.1645  -581.70807 -581.8213  ...    0.         0.         0.     ]
1,[-592.3687  -590.4358  -585.79205 ...    0.         0.         0.     ]
1,[-615.60284 -606.59503 -602.9299  ...    0.         0.         0.     ]
1,[-611.53436 -605.30884 -602.7097  ...    0.         0.         0.     ]
1,[-607.5337 -601.9703 -599.5917 ...    0.        0.        0.    ]
1,[-601.1982  -595.2281  -592.31635 ...    0.         0.         0.     ]
1,[-606.1749 -600.7901 -598.4239 ...    0.        0.        0.    ]
1,[-616.0063  -611.2614  -609.09106 ...    0.         0.         0.     ]
1,[-589.2255 -587.0135 -585.4429 ...    0.        0.        0.    ]
1,[-598.71783 -587.1396  -577.80975 ...    0.         0.         0.     ]
1,[-641.74146 -629.90717 -625.1023  ...    0.         0.         0.     ]
1,[-465.95825 -432.96652 -453.25784 ...    0.         0.         0.     ]
1,[-631.1544 -621.765  -617.4204 ...    0.        0.        0.    ]
1,[-604.0256  -596.6184  -596.32715 ...    0.         0.         0.     ]
1,[-631.1144  -627.03894 -620.05634 ...    0.         0.         0.     ]
1,[-543.932  -515.5779 -484.1613 ...    0.        0.        0.    ]
1,[-647.6383 -635.1156 -625.7228 ...    0.        0.        0.    ]
1,[-600.6905  -482.5642  -399.21014 ...    0.         0.         0.     ]
1,[-533.76685 -522.9411  -538.1168  ...    0.         0.         0.     ]
1,[-585.88947 -580.00104 -572.5713  ...    0.         0.         0.     ]
1,[-630.02515 -624.04285 -620.8362  ...    0.         0.         0.     ]
1,[-623.6575 -618.2193 -617.4102 ...    0.        0.        0.    ]
1,[-560.1199  -543.7692  -548.44824 ...    0.         0.         0.     ]
1,[-617.5007  -609.79425 -606.91376 ...    0.         0.         0.     ]
1,[-620.12006 -616.2954  -615.51355 ...    0.         0.         0.     ]
1,[-514.53845 -512.08594 -533.689   ...    0.         0.         0.     ]
1,[-580.1985  -574.56195 -573.1866  ...    0.         0.         0.     ]
1,[-584.4446  -580.90247 -585.45966 ...    0.         0.         0.     ]
1,[-622.0212 -616.9901 -613.4034 ...    0.        0.        0.    ]
1,[-622.1775 -613.7587 -608.8214 ...    0.        0.        0.    ]
1,[-614.00806 -609.1708  -605.88837 ...    0.         0.         0.     ]
1,[-611.09753 -605.05774 -605.3234  ...    0.         0.         0.     ]
1,[-589.311   -578.27954 -573.57404 ...    0.         0.         0.     ]
1,[-595.80597 -591.1768  -590.1617  ...    0.         0.         0.     ]
1,[-619.4075 -619.4075 -619.4075 ...    0.        0.        0.    ]
1,[-596.2377 -596.2377 -596.2377 ...    0.        0.        0.    ]
1,[-612.0515 -612.0515 -612.0515 ...    0.        0.        0.    ]
1,[-613.1337 -613.1337 -613.1337 ...    0.        0.        0.    ]
1,[-634.09845 -634.09845 -634.09845 ...    0.         0.         0.     ]
1,[-613.1521 -613.1521 -613.1521 ...    0.        0.        0.    ]
1,[-598.12854 -598.12854 -598.12854 ...    0.         0.         0.     ]
1,[-608.65857 -608.65857 -608.65857 ...    0.         0.         0.     ]
1,[-601.08417 -601.08417 -601.08417 ...    0.         0.         0.     ]
1,[-603.3001 -603.3001 -603.3001 ...    0.        0.        0.    ]
1,[-588.52783 -588.52783 -588.52783 ...    0.         0.         0.     ]
1,[-633.2693 -633.2693 -633.2693 ...    0.        0.        0.    ]
1,[-631.0017 -631.0017 -631.0017 ...    0.        0.        0.    ]
1,[-603.8588 -603.8588 -603.8588 ...    0.        0.        0.    ]
1,[-629.54645 -629.54645 -629.54645 ...    0.         0.         0.     ]
1,[-602.3409 -602.3409 -602.3409 ...    0.        0.        0.    ]
1,[-594.26886 -594.26886 -594.26886 ...    0.         0.         0.     ]
1,[-605.57275 -605.57275 -605.57275 ...    0.         0.         0.     ]
1,[-607.04346 -607.04346 -607.04346 ...    0.         0.         0.     ]
1,[-616.2086 -616.2086 -616.2086 ...    0.        0.        0.    ]
1,[-596.75507 -596.75507 -596.75507 ...    0.         0.         0.     ]
1,[-604.32263 -604.32263 -604.32263 ...    0.         0.         0.     ]
1,[-611.1097 -611.1097 -611.1097 ...    0.        0.        0.    ]
1,[-609.97253 -609.97253 -609.97253 ...    0.         0.         0.     ]
1,[-602.69037 -602.69037 -602.69037 ...    0.         0.         0.     ]
1,[-616.59924 -616.59924 -616.59924 ...    0.         0.         0.     ]
1,[-603.3737 -603.3737 -603.3737 ...    0.        0.        0.    ]
1,[-614.4977 -614.4977 -614.4977 ...    0.        0.        0.    ]
1,[-600.80005 -600.80005 -600.80005 ...    0.         0.         0.     ]
1,[-613.8203 -613.8203 -613.8203 ...    0.        0.        0.    ]
1,[-627.5314 -627.5314 -627.5314 ...    0.        0.        0.    ]
1,[-628.01483 -628.01483 -628.01483 ...    0.         0.         0.     ]
1,[-605.9457 -605.9457 -605.9457 ...    0.        0.        0.    ]
1,[-633.20917 -633.20917 -633.20917 ...    0.         0.         0.     ]
1,[-615.1007 -615.1007 -615.1007 ...    0.        0.        0.    ]
1,[-664.483 -664.483 -664.483 ...    0.       0.       0.   ]
1,[-630.85974 -630.85974 -630.85974 ...    0.         0.         0.     ]
1,[-639.3751 -639.3751 -639.3751 ...    0.        0.        0.    ]
1,[-672.0627 -672.0627 -672.0627 ...    0.        0.        0.    ]
1,[-650.423 -650.423 -650.423 ...    0.       0.       0.   ]
1,[-654.6897 -654.6897 -654.6897 ...    0.        0.        0.    ]
1,[-684.2934 -684.2934 -684.2934 ...    0.        0.        0.    ]
1,[-631.46405 -631.46405 -631.46405 ...    0.         0.         0.     ]
1,[-687.2979 -687.2979 -687.2979 ...    0.        0.        0.    ]
1,[-667.241 -667.241 -667.241 ...    0.       0.       0.   ]
1,[-654.6891 -654.6891 -654.6891 ...    0.        0.        0.    ]
1,[-603.674 -603.674 -603.674 ...    0.       0.       0.   ]
1,[-640.65234 -640.65234 -640.65234 ...    0.         0.         0.     ]
1,[-674.3553 -674.3553 -674.3553 ...    0.        0.        0.    ]
1,[-620.17883 -620.17883 -620.17883 ...    0.         0.         0.     ]
1,[-693.59796 -693.59796 -693.59796 ...    0.         0.         0.     ]
1,[-627.5385 -627.5385 -627.5385 ...    0.        0.        0.    ]
1,[-656.10834 -656.10834 -656.10834 ...    0.         0.         0.     ]
1,[-678.38196 -678.38196 -678.38196 ...    0.         0.         0.     ]
1,[-661.2461 -661.2461 -661.2461 ...    0.        0.        0.    ]
1,[-680.2267 -680.2267 -680.2267 ...    0.        0.        0.    ]
1,[-634.8178 -634.8178 -634.8178 ...    0.        0.        0.    ]
1,[-704.05316 -704.05316 -704.05316 ...    0.         0.         0.     ]
1,[-670.43646 -670.43646 -670.43646 ...    0.         0.         0.     ]
1,[-673.7074 -673.7074 -673.7074 ...    0.        0.        0.    ]
1,[-689.21515 -689.21515 -689.21515 ...    0.         0.         0.     ]
1,[-624.3936 -624.3936 -624.3936 ...    0.        0.        0.    ]
1,[-638.2596 -638.2596 -638.2596 ...    0.        0.        0.    ]
1,[-668.8646 -668.8646 -668.8646 ...    0.        0.        0.    ]
1,[-631.20844 -631.20844 -631.20844 ...    0.         0.         0.     ]
1,[-679.08057 -679.08057 -679.08057 ...    0.         0.         0.     ]
1,[-690.39246 -690.39246 -690.39246 ...    0.         0.         0.     ]
1,[-636.37274 -636.37274 -636.37274 ...    0.         0.         0.     ]
1,[-666.8659 -666.8659 -666.8659 ...    0.        0.        0.    ]
1,[-672.22815 -672.22815 -672.22815 ...    0.         0.         0.     ]
1,[-659.9653 -659.9653 -659.9653 ...    0.        0.        0.    ]
1,[-650.07446 -650.07446 -650.07446 ...    0.         0.         0.     ]
1,[-655.1864 -655.1864 -655.1864 ...    0.        0.        0.    ]
1,[-613.8221 -613.8221 -613.8221 ...    0.        0.        0.    ]
1,[-685.4877 -685.4877 -685.4877 ...    0.        0.        0.    ]
1,[-638.8992 -638.8992 -638.8992 ...    0.        0.        0.    ]
1,[-641.18286 -641.18286 -641.18286 ...    0.         0.         0.     ]
1,[-718.1531  -710.33246 -678.42596 ...    0.         0.         0.     ]
1,[-734.02094 -725.19946 -684.4827  ...    0.         0.         0.     ]
1,[-670.4232  -664.75854 -651.55505 ...    0.         0.         0.     ]
1,[-672.9091  -667.76556 -654.14996 ...    0.         0.         0.     ]
1,[-682.9163  -678.04254 -651.4637  ...    0.         0.         0.     ]
1,[-684.5636  -684.5636  -678.44696 ...    0.         0.         0.     ]
1,[-678.7342  -662.96735 -649.76697 ...    0.         0.         0.     ]
1,[-680.421  -678.5406 -666.9972 ...    0.        0.        0.    ]
1,[-696.4121  -689.6679  -667.31177 ...    0.         0.         0.     ]
1,[-660.8986 -470.8644 -403.8713 ...    0.        0.        0.    ]
1,[-676.749   -670.6989  -652.11584 ...    0.         0.         0.     ]
1,[-689.39606 -688.7558  -676.82355 ...    0.         0.         0.     ]
1,[-741.10144 -733.6528  -690.18835 ...    0.         0.         0.     ]
1,[-676.68463 -676.0295  -663.09766 ...    0.         0.         0.     ]
1,[-647.7201 -645.6155 -631.8521 ...    0.        0.        0.    ]
1,[-705.7157  -703.17615 -688.0587  ...    0.         0.         0.     ]
1,[-681.707   -657.4016  -640.57855 ...    0.         0.         0.     ]
1,[-710.7274 -706.6893 -679.0185 ...    0.        0.        0.    ]
1,[-654.5311 -653.3097 -645.8461 ...    0.        0.        0.    ]
1,[-656.724  -656.5015 -650.5598 ...    0.        0.        0.    ]
1,[-729.6942  -720.654   -693.92804 ...    0.         0.         0.     ]
1,[-693.26227 -683.47784 -654.56195 ...    0.         0.         0.     ]
1,[-692.27747 -585.31665 -549.08777 ...    0.         0.         0.     ]
1,[-674.0669  -669.7306  -655.16626 ...    0.         0.         0.     ]
1,[-641.6609 -641.6609 -636.0561 ...    0.        0.        0.    ]
1,[-703.75006 -699.20526 -679.663   ...    0.         0.         0.     ]
1,[-674.6697  -661.70465 -639.06573 ...    0.         0.         0.     ]
1,[-695.4578 -692.9061 -672.6923 ...    0.        0.        0.    ]
1,[-725.1418  -717.96826 -689.56683 ...    0.         0.         0.     ]
1,[-733.7959  -706.7672  -662.28204 ...    0.         0.         0.     ]
1,[-671.93805 -670.41907 -663.01465 ...    0.         0.         0.     ]
1,[-698.16943 -692.3571  -678.61273 ...    0.         0.         0.     ]
1,[-703.4676  -693.08203 -675.6492  ...    0.         0.         0.     ]
1,[-705.4131  -688.33044 -653.8754  ...    0.         0.         0.     ]
1,[-705.89734 -703.64105 -685.66266 ...    0.         0.         0.     ]
1,[-694.1993 -689.5533 -672.3878 ...    0.        0.        0.    ]
1,[-672.11115 -670.3924  -650.16003 ...    0.         0.         0.     ]
1,[-710.38043 -687.94415 -661.8361  ...    0.         0.         0.     ]
1,[-727.55945 -723.29645 -687.94836 ...    0.         0.         0.     ]
1,[-662.6408  -661.2287  -652.10486 ...    0.         0.         0.     ]
1,[-713.0856  -703.1835  -681.46936 ...    0.         0.         0.     ]
1,[-691.6566 -689.1415 -660.9709 ...    0.        0.        0.    ]
1,[-718.35443 -677.85504 -619.86664 ...    0.         0.         0.     ]
1,[-680.0139  -679.75714 -671.0393  ...    0.         0.         0.     ]
1,[-702.6808 -700.5366 -682.7154 ...    0.        0.        0.    ]
1,[-712.6719 -696.9103 -659.0691 ...    0.        0.        0.    ]
1,[-686.2811  -683.3124  -664.11005 ...    0.         0.         0.     ]
1,[-657.86237 -654.3422  -644.4252  ...    0.         0.         0.     ]
1,[-700.79346 -699.934   -684.0179  ...    0.         0.         0.     ]
1,[-604.2399  -567.88806 -552.6308  ...    0.         0.         0.     ]
1,[-537.7959  -503.12735 -499.17874 ...    0.         0.         0.     ]
1,[-583.0709  -541.59625 -531.4649  ...    0.         0.         0.     ]
1,[-589.471   -550.41095 -531.8419  ...    0.         0.         0.     ]
1,[-581.5224  -553.991   -550.65216 ...    0.         0.         0.     ]
1,[-543.10895 -516.84906 -512.58856 ...    0.         0.         0.     ]
1,[-589.5337  -559.8881  -544.17834 ...    0.         0.         0.     ]
1,[-574.8896 -540.317  -528.5448 ...    0.        0.        0.    ]
1,[-573.8715  -535.7449  -520.63794 ...    0.         0.         0.     ]
1,[-585.25183 -553.34534 -539.6794  ...    0.         0.         0.     ]
1,[-586.7379  -554.31146 -544.6395  ...    0.         0.         0.     ]
1,[-572.1478 -534.1709 -517.0558 ...    0.        0.        0.    ]
1,[-567.66956 -538.5048  -530.0562  ...    0.         0.         0.     ]
1,[-588.86273 -558.0715  -546.806   ...    0.         0.         0.     ]
1,[-583.4855 -553.216  -543.8133 ...    0.        0.        0.    ]
1,[-585.85254 -547.3406  -533.45544 ...    0.         0.         0.     ]
1,[-571.4347 -538.9521 -532.0304 ...    0.        0.        0.    ]
1,[-526.6253  -490.70084 -477.56396 ...    0.         0.         0.     ]
1,[-592.98193 -561.64545 -533.85803 ...    0.         0.         0.     ]
1,[-604.6873 -576.054  -564.7055 ...    0.        0.        0.    ]
1,[-522.202   -486.11044 -473.5568  ...    0.         0.         0.     ]
1,[-575.5194 -546.3942 -528.6291 ...    0.        0.        0.    ]
1,[-576.4405  -544.4558  -534.83417 ...    0.         0.         0.     ]
1,[-592.5808  -556.00464 -546.9488  ...    0.         0.         0.     ]
1,[-599.63434 -563.2857  -552.142   ...    0.         0.         0.     ]
1,[-599.13135 -568.9831  -559.78546 ...    0.         0.         0.     ]
1,[-554.98816 -522.44836 -506.88208 ...    0.         0.         0.     ]
1,[-528.0535  -498.1355  -484.48325 ...    0.         0.         0.     ]
1,[-527.18365 -502.09283 -496.75317 ...    0.         0.         0.     ]
1,[-599.98553 -562.91473 -552.1265  ...    0.         0.         0.     ]
1,[-487.72235 -482.92743 -510.1364  ...    0.         0.         0.     ]
1,[-581.57764 -550.4822  -533.6775  ...    0.         0.         0.     ]
1,[-594.3173  -558.84247 -546.1615  ...    0.         0.         0.     ]
1,[-579.84625 -545.271   -534.8008  ...    0.         0.         0.     ]
1,[-590.6112  -556.9186  -544.60223 ...    0.         0.         0.     ]
1,[-560.9538 -532.3073 -527.9214 ...    0.        0.        0.    ]
1,[-564.3835  -529.09784 -522.8164  ...    0.         0.         0.     ]
1,[-579.187  -543.3011 -529.2927 ...    0.        0.        0.    ]
1,[-580.96686 -548.3448  -537.8555  ...    0.         0.         0.     ]
1,[-598.8709  -563.97705 -555.4974  ...    0.         0.         0.     ]
1,[-558.325  -531.5339 -529.7576 ...    0.        0.        0.    ]
1,[-567.97314 -537.74347 -525.02844 ...    0.         0.         0.     ]
1,[-592.31354 -563.1521  -560.7271  ...    0.         0.         0.     ]
1,[-553.86755 -528.31915 -520.8902  ...    0.         0.         0.     ]
1,[-600.7857 -549.6077 -535.1804 ...    0.        0.        0.    ]
1,[-589.8192  -552.7809  -542.89325 ...    0.         0.         0.     ]
1,[-621.927   -542.66907 -399.21027 ...    0.         0.         0.     ]
1,[-618.66437 -570.5489  -482.56235 ...    0.         0.         0.     ]
1,[-613.4824  -535.39624 -417.6185  ...    0.         0.         0.     ]
1,[-626.19714 -579.5673  -438.3942  ...    0.         0.         0.     ]
1,[-626.4139  -360.26624 -230.64514 ...    0.         0.         0.     ]
1,[-630.1112  -575.8965  -473.87405 ...    0.         0.         0.     ]
1,[-624.69135 -439.4205  -300.44766 ...    0.         0.         0.     ]
1,[-623.223   -440.95493 -315.8101  ...    0.         0.         0.     ]
1,[-596.0618 -596.0618 -596.0618 ...    0.        0.        0.    ]
1,[-613.87897 -511.41705 -404.98944 ...    0.         0.         0.     ]
1,[-607.4662  -562.36017 -425.38022 ...    0.         0.         0.     ]
1,[-609.2337  -577.2196  -476.76453 ...    0.         0.         0.     ]
1,[-609.58167 -564.5298  -463.29477 ...    0.         0.         0.     ]
1,[-622.34406 -564.026   -424.42245 ...    0.         0.         0.     ]
1,[-623.505  -595.3412 -482.164  ...    0.        0.        0.    ]
1,[-598.4071  -573.7755  -487.43164 ...    0.         0.         0.     ]
1,[-585.6718  -498.55447 -349.14972 ...    0.         0.         0.     ]
1,[-595.5661 -577.1455 -504.5951 ...    0.        0.        0.    ]
1,[-610.1471  -554.65027 -437.58063 ...    0.         0.         0.     ]
1,[-585.00916 -520.35974 -371.23727 ...    0.         0.         0.     ]
1,[-592.9573  -581.6472  -504.94415 ...    0.         0.         0.     ]
1,[-617.25696 -500.6719  -341.02856 ...    0.         0.         0.     ]
1,[-609.80884 -536.1408  -382.1876  ...    0.         0.         0.     ]
1,[-611.88196 -552.8257  -476.02615 ...    0.         0.         0.     ]
